CH1 (V)  ,CH2 (V)  
9.618984375,0.087890625
9.697060547,0.095703125
9.806367187,0.102050781
9.915673828,0.108886719
10.040595703,0.117187500
10.118671875,0.125488281
10.227978516,0.134765625
10.321669922,0.143554687
10.446591797,0.152832031
10.540283203,0.162109375
10.649589844,0.171386719
10.743281250,0.179199219
10.836972656,0.185058594
10.946279297,0.187988281
11.055585938,0.185546875
11.149277344,0.182128906
11.258583984,0.173828125
11.367890625,0.165527344
11.477197266,0.154296875
11.570888672,0.144531250
11.664580078,0.130371094
11.773886719,0.120117187
11.883193359,0.108398437
11.976884766,0.099609375
12.101806641,0.089355469
12.195498047,0.082031250
12.304804687,0.074218750
12.414111328,0.068847656
12.523417969,0.062500000
12.617109375,0.060058594
12.726416016,0.057128906
12.804492187,0.055664062
12.929414062,0.054687500
13.038720703,0.055175781
13.132412109,0.056152344
13.241718750,0.059082031
13.335410156,0.060546875
13.444716797,0.066406250
13.554023437,0.070800781
13.632099609,0.076660156
13.757021484,0.082031250
13.850712891,0.089843750
13.960019531,0.096679687
14.069326172,0.107421875
14.163017578,0.114746094
14.272324219,0.124023437
14.366015625,0.133789062
14.475322266,0.144042969
14.584628906,0.153808594
14.678320313,0.166015625
14.787626953,0.175781250
14.896933594,0.187011719
14.990625000,0.201171875
15.099931641,0.215332031
15.193623047,0.228027344
15.287314453,0.240234375
15.412236328,0.251953125
15.505927734,0.266113281
15.615234375,0.276367187
15.708925781,0.285156250
15.818232422,0.291503906
15.927539062,0.293945312
16.052460938,0.290039062
16.146152344,0.284179687
16.255458984,0.274414062
16.333535156,0.265136719
16.458457031,0.251464844
16.552148438,0.239746094
16.661455078,0.222656250
16.755146484,0.207031250
16.864453125,0.187988281
16.973759766,0.172851562
17.067451172,0.154785156
17.161142578,0.142089844
17.270449219,0.126464844
17.379755859,0.115234375
17.489062500,0.103027344
17.582753906,0.096679687
17.692060547,0.090332031
17.785751953,0.087402344
17.895058594,0.083984375
17.988750000,0.083984375
18.098056641,0.083496094
18.207363281,0.085937500
18.301054687,0.088867187
18.410361328,0.093750000
18.519667969,0.099121094
18.613359375,0.105957031
18.722666016,0.113281250
18.816357422,0.122070312
18.910048828,0.130371094
19.019355469,0.141113281
19.128662109,0.150878906
19.237968750,0.162597656
19.331660156,0.173828125
19.440966797,0.186035156
19.534658203,0.198730469
19.643964844,0.211914062
19.753271484,0.225097656
19.846962891,0.239257812
19.956269531,0.252929687
20.065576172,0.267578125
20.174882812,0.282226562
20.284189453,0.297851562
20.377880859,0.310546875
20.487187500,0.326171875
20.596494141,0.337402344
20.690185547,0.346679687
20.799492188,0.354003906
20.908798828,0.358398437
21.002490234,0.359375000
21.111796875,0.357910156
21.205488281,0.353515625
21.299179688,0.348144531
21.424101562,0.339355469
21.517792969,0.329101562
21.627099609,0.314941406
21.720791016,0.299804687
21.830097656,0.282226562
21.939404297,0.266113281
22.033095703,0.248046875
22.142402344,0.232421875
22.236093750,0.213867187
22.345400391,0.198242187
22.439091797,0.182617187
22.548398438,0.169433594
22.657705078,0.158203125
22.751396484,0.147949219
22.845087891,0.139648437
22.970009766,0.134277344
23.079316406,0.130859375
23.173007812,0.127929687
23.282314453,0.128906250
23.376005859,0.129882812
23.485312500,0.133789062
23.579003906,0.136718750
23.672695313,0.141113281
23.782001953,0.149414062
23.891308594,0.158203125
23.985000000,0.166503906
24.125537109,0.175781250
24.203613281,0.185546875
24.312919922,0.195312500
24.422226563,0.209472656
24.531533203,0.222656250
24.625224609,0.235839844
24.734531250,0.250000000
24.843837891,0.263183594
24.921914063,0.276367187
25.046835937,0.291992187
25.156142578,0.310058594
25.249833984,0.325195312
25.359140625,0.339355469
25.452832031,0.350585937
25.562138672,0.363769531
25.655830078,0.373535156
25.765136719,0.383300781
25.874443359,0.389648437
25.968134766,0.396484375
26.061826172,0.398437500
26.171132812,0.401367187
26.280439453,0.399414062
26.389746094,0.397460937
26.483437500,0.390625000
26.592744141,0.383300781
26.686435547,0.374023437
26.780126953,0.362792969
26.905048828,0.351074219
26.998740234,0.339355469
27.108046875,0.324707031
27.201738281,0.310546875
27.311044922,0.294921875
27.420351562,0.280761719
27.514042969,0.265136719
27.623349609,0.252441406
27.732656250,0.239746094
27.826347656,0.229003906
27.935654297,0.216796875
28.029345703,0.208984375
28.154267578,0.201171875
28.263574219,0.195800781
28.357265625,0.191406250
28.466572266,0.189941406
28.575878906,0.187500000
28.669570312,0.189453125
28.763261719,0.191406250
28.872568359,0.196777344
28.966259766,0.200195312
29.091181641,0.208007812
29.184873047,0.213867187
29.294179687,0.223632812
29.387871094,0.231445312
29.497177734,0.242675781
29.590869141,0.252441406
29.700175781,0.265625000
29.809482422,0.276855469
29.903173828,0.289550781
30.012480469,0.303222656
30.121787109,0.317871094
30.184248047,0.328125000
30.184248047,0.337402344
30.184248047,0.339355469
30.184248047,0.341796875
30.184248047,0.342285156
30.184248047,0.343750000
30.184248047,0.342773437
30.168632813,0.344726562
30.184248047,0.343261719
30.184248047,0.344238281
30.168632813,0.343261719
30.184248047,0.343261719
30.184248047,0.342285156
30.184248047,0.343261719
30.184248047,0.342773437
30.184248047,0.343261719
30.184248047,0.342285156
30.184248047,0.343261719
30.184248047,0.342773437
30.184248047,0.343261719
30.168632813,0.342773437
30.184248047,0.343750000
30.184248047,0.346679687
30.184248047,0.345214844
30.184248047,0.342773437
30.184248047,0.343261719
30.184248047,0.342773437
30.199863281,0.343750000
30.184248047,0.343261719
30.184248047,0.343750000
30.184248047,0.343261719
30.184248047,0.343261719
30.184248047,0.343750000
30.184248047,0.344238281
