CH1 (V)  ,CH2 (V)  
16.567763672,0.280273437
16.677070312,0.260742187
16.770761719,0.240722656
16.880068359,0.219726562
16.989375000,0.200195312
17.083066406,0.181640625
17.192373047,0.165039062
17.286064453,0.148925781
17.395371094,0.136230469
17.489062500,0.120605469
17.598369141,0.114257812
17.692060547,0.107910156
17.801367187,0.104980469
17.910673828,0.102050781
18.019980469,0.102539062
18.113671875,0.103027344
18.207363281,0.105468750
18.316669922,0.110351562
18.425976563,0.117675781
18.519667969,0.123535156
18.628974609,0.133300781
18.738281250,0.141113281
18.831972656,0.152832031
18.941279297,0.162109375
19.050585937,0.175781250
19.144277344,0.187011719
19.237968750,0.201660156
19.347275391,0.214355469
19.456582031,0.230957031
19.550273437,0.244140625
19.659580078,0.261718750
19.768886719,0.275878906
19.878193359,0.294433594
19.956269531,0.309570312
20.096806641,0.326171875
20.190498047,0.343750000
20.284189453,0.362304687
20.393496094,0.376953125
20.502802734,0.394531250
20.596494141,0.405761719
20.705800781,0.417480469
20.815107422,0.423339844
20.908798828,0.427246094
21.018105469,0.425781250
21.111796875,0.423339844
21.221103516,0.417480469
21.314794922,0.409667969
21.424101562,0.397949219
21.533408203,0.386230469
21.627099609,0.368652344
21.736406250,0.349609375
21.830097656,0.330078125
21.939404297,0.311523437
22.048710938,0.289550781
22.142402344,0.271484375
22.236093750,0.250000000
22.361015625,0.230468750
22.454707031,0.211914062
22.548398438,0.198242187
22.657705078,0.183105469
22.767011719,0.173828125
22.876318359,0.163085937
22.985625000,0.156738281
23.079316406,0.152832031
23.157392578,0.152343750
23.266699219,0.145019531
23.391621094,0.153320312
23.485312500,0.157714844
23.594619141,0.165039062
23.688310547,0.170898437
23.813232422,0.180175781
23.906923828,0.188964844
24.000615234,0.200683594
24.125537109,0.211914062
24.219228516,0.225585937
24.328535156,0.238769531
24.422226563,0.252929687
24.531533203,0.267578125
24.625224609,0.283691406
24.734531250,0.299804687
24.843837891,0.316894531
24.953144531,0.333496094
25.046835937,0.351074219
25.140527344,0.367675781
25.249833984,0.385253906
25.359140625,0.401367187
25.452832031,0.416992187
25.562138672,0.430664062
25.671445313,0.442382812
25.765136719,0.451660156
25.874443359,0.458984375
25.968134766,0.464355469
26.077441406,0.468261719
26.171132812,0.468261719
26.280439453,0.465820312
26.389746094,0.462890625
26.499052734,0.455078125
26.592744141,0.446289062
26.686435547,0.434082031
26.795742188,0.421875000
26.905048828,0.406738281
26.998740234,0.393066406
27.108046875,0.377441406
27.201738281,0.358886719
27.311044922,0.338867187
27.404736328,0.323730469
27.529658203,0.305664062
27.623349609,0.291992187
27.732656250,0.275878906
27.826347656,0.263671875
27.935654297,0.249511719
28.029345703,0.239746094
28.169882812,0.230468750
28.263574219,0.225585937
28.357265625,0.222167969
28.450957031,0.218750000
28.575878906,0.217285156
28.669570312,0.219238281
28.763261719,0.223144531
28.872568359,0.227539062
28.981875000,0.233886719
29.091181641,0.242187500
29.184873047,0.251464844
29.278564453,0.262695312
29.387871094,0.272460937
29.497177734,0.285644531
29.590869141,0.297363281
29.700175781,0.312011719
29.793867187,0.326660156
29.903173828,0.341796875
30.012480469,0.357421875
30.121787109,0.374023437
30.199863281,0.389160156
30.184248047,0.398437500
30.184248047,0.400878906
30.199863281,0.403808594
30.199863281,0.404785156
30.199863281,0.404785156
30.184248047,0.403320312
30.199863281,0.404785156
30.184248047,0.404296875
30.199863281,0.405273437
30.199863281,0.405273437
30.199863281,0.404785156
30.199863281,0.404296875
30.199863281,0.405761719
30.184248047,0.403808594
30.199863281,0.405273437
30.199863281,0.404296875
30.199863281,0.405761719
30.184248047,0.405273437
30.199863281,0.405761719
