CH1 (V)  ,CH2 (V)  
29.434716797,0.067382812
29.544023437,0.068359375
29.653330078,0.072753906
29.747021484,0.073730469
29.856328125,0.078125000
29.950019531,0.080078125
30.074941406,0.083984375
30.168632813,0.085449219
30.184248047,0.089843750
30.184248047,0.090332031
30.184248047,0.091796875
30.168632813,0.091308594
30.168632813,0.092285156
30.184248047,0.091308594
30.184248047,0.092773437
30.184248047,0.091796875
30.184248047,0.091308594
30.184248047,0.091308594
30.184248047,0.092773437
30.184248047,0.091308594
30.184248047,0.093261719
