X,Y
339.7818181818182,299.92727272727285
336.0771064987242,306.19214807883054
333.7429062974377,303.1085877465855
331.6306233192586,299.598006103703
328.8827303446292,299.9880342072954
330.273818509262,303.7545733775771
327.90418618638387,298.02893937239367
325.78822885841487,297.83073320814253
320.83781462155184,297.90173847889764
318.7681511508313,292.08708379751386
315.08066590014846,296.7107992353251
312.3805795535818,294.72235160917853
311.74495433831873,296.1618138732342
315.60701951896795,296.7817063720761
312.89908456736725,298.90472834593015
311.95699177034396,300.8329283247292
312.3888424194354,299.8255825702182
314.9222526720803,297.08465197235364
315.6533126501462,299.64524113953917
311.8353789870554,299.67114222395753
310.5783249508379,297.42564717520247
304.6188057321599,297.889518553015
303.682693170671,295.24952780583465
306.5552362676183,294.930916854232
307.7348289685101,298.6883678042026
306.2865973435232,301.7559221779916
309.3473727698814,307.6976805689641
306.6348489165804,309.7273327054396
302.71941986342927,306.59603626022147
309.39296922857284,310.3667598961654
307.4544508006528,316.1242222820871
304.6650643900757,322.3051244025062
304.6976984196501,322.10875210917186
304.6939820667535,322.1586551395977
301.9270928189135,324.8393401513581
303.17604998023296,324.7854438463361
304.563721805362,324.8474336195045
309.8280219136989,331.90665657727357
311.4212819141769,336.9007798271001
309.0974671016452,336.74811684094595
309.774068730845,339.7948863412922
309.8895594888577,340.6719626946592
303.8545044672576,335.84189757183844
303.2830610504708,339.8073497707321
308.8821998814293,345.53011854570605
313.33054886367677,350.1250987341373
315.5810036189649,352.0407964599906
312.9541578156684,347.6226203628654
313.58135248408826,350.00433987795725
312.9843750138198,349.6217102161297
312.41625018278944,349.65047643224693
309.94676903423465,350.9005227746852
307.920524080914,350.76267550493696
304.24670879637097,350.98874391285085
307.7553442077377,351.15807282336993
304.88902732780093,354.03283412688745
306.64766204013097,357.5055495796257
306.07130669366404,355.9817642490293
302.98435714178913,355.82819367840693
302.5840429669888,355.94862366683446
303.5698851908908,355.99219370445905
304.1331739558218,358.13267549431134
302.0433539928106,355.9308135785269
298.5694540586187,355.6837610208845
298.57909416304494,355.9762185824836
301.22873345131495,355.16992386267066
300.6484912678127,354.52500790515614
301.0164375068929,354.52160342302545
299.6118853552962,358.6194949502933
298.792948483637,359.00171032984485
298.4697696290924,357.9204455996103
298.0482557247076,357.89704385917423
298.6015828779789,362.2415157610186
299.7039377341945,363.2530330090377
297.9792077417312,361.58550993988683
297.89335854798344,361.7144149556823
297.3746053927557,363.24612855696796
299.9744404682723,366.73738245488687
299.88568567816924,366.85291279745525
302.09877956870514,364.97464460338074
305.66402291790155,363.6488363969322
305.7330410071827,363.8968172354332
309.2846763872287,362.8853674122611
309.1663738767918,360.8868707450416
309.69347696155546,361.03997894326585
307.8121226814386,364.0713038316193
307.79452024359625,363.99869159238574
305.9669392883393,364.77410028468535
306.32437603259405,363.8089439311574
305.1377379528258,365.52619394820397
305.7249400097344,365.4306601858109
305.09245508082495,365.8297435340884
305.86290025492417,368.7717936991288
304.732862100122,365.87479908728847
304.57484296127996,365.2732538606881
307.1342117420571,361.71096499652595
304.2986557706479,361.8702327776821
303.9163136001687,364.1046303172666
304.3682166919833,364.2081484295279
300.8313853496343,363.4777224914783
300.80422775630086,362.13144734632476
299.8793965871091,365.06168076118865
300.46207282232206,368.1038898601639
302.75982655485564,366.5454338824843
300.6014657054161,366.68752479082843
300.553067701846,366.6637967554559
300.6758977066431,366.4434351235541
297.0214652602747,366.6167403200154
297.06958743065707,366.72171745989453
297.793076792045,366.1449577123942
297.5330758637472,366.0104527986707
298.0942216542338,366.800539529855
295.98130413241154,365.71791699595803
298.5330141171162,365.9176959449584
299.6716437557509,361.19867437758785
301.1629646911731,363.54800699845134
300.3699336900643,363.81252605224336
298.3485219601687,361.83380468732344
302.7551094291937,360.99816552229265
297.43698923740214,353.5883411162479
