X,Y
282.3757575757576,478.35151515151523
276.40597104565086,481.451444866718
277.4308461691103,481.46960002799983
277.3968764537092,480.33254836460446
274.4279296467382,481.4409389540948
280.31219632519446,482.48612111901775
283.31863903517706,478.5116700476418
278.38092000756103,478.2901457454118
280.16538512327486,481.4211836843152
282.06424049285283,477.1443364887739
280.21445390212955,478.2989978329273
286.6765564282424,476.3798459204795
290.1294804106137,476.11788833906735
289.3318512863975,479.23805222739793
287.3067645383104,477.94536030329004
290.7152376327821,481.07210657851806
288.1960368900661,478.6043268559489
287.1361487599738,478.3108981867705
283.1521701062661,477.3929012376102
284.34275172676007,478.50697682201917
289.15588121675364,477.61956473687223
290.91230189404905,478.45222176918014
297.45344235037703,485.4074828478599
291.5778561885188,485.3554014481683
289.3907805158053,487.4026031545495
284.43737113743146,489.26687943338607
282.1964188461295,489.4436309046946
277.8081834441672,492.34360873963703
280.361988440201,493.24988439593017
282.35127597179803,493.14976594135214
280.71347152702447,492.51569522250713
280.38251067968395,496.7189272505143
281.4440889268335,495.80839072926847
282.4153229051145,494.53955583482684
281.77759807556185,491.54504160597367
287.5381162313183,493.42883102017186
290.6157134809549,487.538168492664
292.28286284634396,488.62567827209296
288.59405466705266,493.5570156053685
286.52829116359203,498.19152130568
286.4501875006504,498.0886676915003
282.25792628585293,505.35723709461126
281.20730026075614,507.1868049436887
283.213122590475,506.6738035470729
282.1369600760428,508.4091819034311
282.1538963326848,515.2747375205201
283.19630233692885,503.700119117786
284.84988517635315,506.35249827989674
289.074532559099,506.6823508724756
290.42277878987045,503.38742499025284
290.2497003087286,502.7700626540843
292.02634813774716,512.6448914093583
295.9474189877034,513.6080594885665
295.1645861148089,514.5146749725209
294.413837254863,515.7695581036858
292.5746470697683,517.4798697633018
296.6157824367531,519.7883450758636
302.28480965581093,517.3007040597683
301.3988397950467,517.0153823940177
303.191051494224,516.4527540857581
306.1703133805313,517.6120858555075
306.71602260396594,522.4976811138748
305.6354536807753,522.5676198069696
303.6409089876714,526.0515394872785
299.0022451491477,522.1496999920919
299.93395118252545,518.1015467108482
296.2076111685999,520.4638103233112
296.237712925399,520.422885780071
302.70750793285094,526.0425325548207
310.55401012962534,529.3261813118033
309.54069930233436,532.1293510481656
303.4810345967958,530.2082210728634
306.56827211333984,527.5805148060535
305.7469186699267,527.5530260947288
306.3323186010383,528.9993650603574
308.1590511611048,528.7084337407475
308.165589917882,529.847024560033
306.66617687340204,532.4481538469489
314.05443682517557,535.3253270790245
314.2074745504219,536.5990661562798
311.63092606271164,541.7140210436214
313.39230137644927,542.523491839602
315.6251722589983,536.6536626479116
315.87811959230635,539.0337911437393
314.2859273517802,533.2804960481627
310.55871140639556,539.2142749721422
309.4276569448855,539.326017808786
306.6240051483371,535.1698795064926
305.2973172751649,535.100512012615
306.21162599870513,535.5200420911374
306.00999875347406,535.3979307092525
303.38300122294754,541.0927907844443
308.3181870553319,541.3300707491503
309.4447854588759,538.1212857913868
306.4535614980116,535.3790151390244
303.5989498211543,535.537518620027
301.1520859907582,535.7148936817362
303.2765669196126,543.3384876323034
300.3742976202491,544.9392025745396
303.15182017375355,546.3097605279693
297.55407449272025,552.5216223163254
299.6162401352062,543.3550226711104
297.56125504914917,541.6226815182381
299.2303985732266,543.4993650141212
297.4768582373388,539.6986882996298
294.26235263820263,538.9313884448763
294.25600630059307,538.8386774401952
289.49817493791056,536.7645106635184
286.28342737871424,540.2706252504981
290.1843480964385,538.371575338221
291.48757860562114,534.5670558569814
292.29616776537966,530.6432887649942
294.3869018829429,525.435362948779
294.39999671447356,523.147562639288
294.38532104326634,520.6174970886032
294.32149279467114,518.5578604887121
293.34188651448585,518.3813332398554
299.0713284427509,520.6215990636775
304.4440025981104,524.0717935964753
304.60178280650473,525.6112295576792

