X,Y
623.709090909091,160.29090909090908
622.1941932768598,161.11983553576806
628.7725608812743,156.6846232483361
628.6282572964055,161.58636399679165
629.174752518813,162.27283907879132
628.1838801890613,165.80801150503976
629.476205642367,165.8927352842885
632.7869621485793,163.66280109506476
628.5695181445076,163.5258790809342
631.536350899177,166.95142097661062
631.9865128934302,164.92276655399513
629.160675291921,171.31121996823026
625.7726333690189,174.25661729542833
622.1408450232898,169.2805306493077
624.8431289635564,168.5240909416621
626.6842789727334,171.565182979621
630.9345789508293,167.21889449323504
627.2094314452938,166.43462770331092
626.4643444141575,164.17370098152384
625.6345472886642,167.30083088813046
625.3309637000079,166.93884510133034
626.5522332845617,166.04743293787055
621.7564058326279,168.62717829230053
621.029796764057,173.71079666273016
625.2138372761715,175.69605738272548
626.6118160299989,175.52612619111176
621.843624702314,173.0762447436831
622.1865222286046,172.36924933536557
621.1353724099249,166.24428040971014
624.8688236620583,165.26305507060175
625.7875916971166,165.4313552648885
627.671577763354,162.01082794652467
622.244256146751,160.7474075824939
626.5331384857896,161.2506731944402
628.4102318978044,161.1355440718399
626.0766886618226,157.46470441376738
632.6894732784504,162.02644806994408
630.0594468599629,164.48080311388992
633.5484784749724,172.43357876864377
631.7326278683918,169.42537811447033
633.9677438515978,162.44599030135754
633.5837344324498,165.8907542081617
634.7350694718994,165.87865622344992
633.5036476821199,165.05256974323868
634.6901993926595,169.72746805075383
633.4122731082539,175.0138919397466
634.3017067928627,176.22409632847427
631.8766279669267,172.1922104540809
633.3351456174951,172.03355906456397
636.0881257154169,178.00508443226988
635.8674520820264,175.05538211022792
637.7250829561146,170.94594336031946
643.8861775036003,170.49954322162637
641.7735874481073,173.37027908410948
643.5482159713301,180.70812418168452
651.7094075083335,179.81342138456512
649.267133611083,183.11746570057443
648.9407981434883,182.9328090297377
649.2047221391235,177.99014738477103
643.1333270437985,180.72567895076122
641.368093782216,183.23760895934504
641.1238098696426,181.2217507944723
642.7296479741078,182.9135995380882
637.4211713185189,181.8551453915452
634.4687028834367,181.11011493346314
637.508156730155,178.16760906460274
632.9505627950603,173.4434721170095
633.6954958760707,172.3832758488689
634.3814932843927,177.75219806170372
628.070986870506,176.90704897620418
626.586056255127,172.16964887090455
624.8244476245193,168.79746709351093
622.0858196063673,168.45144893756316
622.0715424856633,162.75314963925194
615.8626301285233,159.24996793698529
621.1841273302498,166.14357517419876
628.5050215604954,169.3071913397813
625.3129097110941,171.92845642607256
623.0730229724174,173.45068488957736
624.3143504936936,172.03765093843663
629.5538662979943,176.41031826992855
627.5295207576282,175.59763502131392
625.1316888268009,178.53480443138983
626.0498226165264,179.48373521238318
627.2433302333884,180.3670174341603
626.3834898259349,179.1547725437631
624.5282508932689,184.11296678906433
622.9996719661785,177.36321365874414
622.0334283974075,177.36145800858992
621.4236211420116,179.3578948024308
622.9556729178148,177.25106006533338
620.4249128739484,184.0712278176735
620.2759515160633,183.6231255544534
618.720591966613,177.66887737661756
628.1310594625609,184.2715718913572
629.2809860863167,187.38818831306497
629.9766119311994,192.3822008109135
633.0181818181818,200.63030303030303
626.7786624951352,200.0898522691498
625.7151851505964,201.13517327358488
625.9851801688728,201.84973232538562
629.1206245294502,202.08929680140466
628.3379061785306,202.15568555011907
631.4995920583772,199.49825140977856
631.5293451588486,199.0492733280027
628.6307720915893,199.9577413761083
623.8144276595349,197.1747140246606
620.7770858559434,192.24208854644849
620.1562053506034,192.3537678206422
621.7745792089313,189.59621616517182
624.3143504936936,172.03765093843663
629.5538662979943,176.41031826992855
627.5295207576282,175.59763502131392
625.1316888268009,178.53480443138983
626.0498226165264,179.48373521238318
627.2433302333884,180.3670174341603
626.3834898259349,179.1547725437631
624.5282508932689,184.11296678906433
622.9996719661785,177.36321365874414
622.0334283974075,177.36145800858992
