X,Y
730.7636363636364,451.97575757575765
729.5751118269568,454.12940184740563
730.0039822724923,454.3183117304256
728.5914872807184,452.77247459263464
730.2703543831117,452.0712467476712
727.95066924153,454.3660170829764
726.2534265451905,452.10802100564314
724.7030787559145,448.8015110284113
723.5420869564834,449.1686513010065
724.8584772627746,452.1143933957857
725.5604777636049,454.6637271862524
727.955280014233,455.21687384913497
730.6450885041597,458.07327819385085
730.2089420243692,459.87925354335624
732.464921934652,459.0655976842658
731.9547502437358,459.0622086532074
730.5198818008143,461.2963158479063
728.4014646359051,459.8766210828887
726.3597008477486,466.9223518428698
726.6858956987503,466.0690062022424
724.4950624178116,464.81835078807563
727.8092208314747,465.7555506581561
728.9558176508122,467.6928607237937
726.3887245098535,466.5274033068237
727.3185754719025,466.7941806671891
724.6033370237085,470.62491430399604
722.6177906561181,470.2235985264833
720.9934393047006,469.2185374299242
721.7193694865314,472.9937089270008
722.630217057349,476.2892634149122
722.0947752524262,473.95346495908
722.5165107814396,474.2803008010662
726.610059802354,475.37165384660983
726.7005717992126,475.2910335242379
725.0251973783143,475.35308740480895
724.0691761655389,476.41320231304036
727.7257771490108,477.9377504783035
729.3904411224689,477.09847904013026
726.7365820026598,475.92447756974656
725.5558036345092,476.46326507721204
726.0721809068505,478.6243078224855
726.6719020399516,477.64231551343045
723.5901401392202,477.52982641847433
722.6365558772479,481.3624641826245
724.0532443468064,485.4601415704862
721.8992114615912,486.2526501670272
721.6462946479428,483.98882763339446
722.514239862171,482.2920839534224
722.6980464591948,483.55451706574587
723.7503972867717,483.0596688200546
724.5653680605515,481.354076377117
724.622775821362,482.3318746941872
727.7777279951097,482.9536439608992
723.9612718545029,482.1750305220889
723.4644794270353,482.49360815904294
722.8806533779946,482.68841221306633
721.9429613416346,483.2267799748702
721.3082196560581,486.07100722636386
720.6843041290663,488.5630965626338
723.6171199008904,488.84563474912403
724.7603414836333,487.64899770025494
724.074014406742,488.2176948724306
723.0437156129558,488.494972400472
720.8540672875426,487.70872841782153
718.7259619548022,487.08430943507705
720.45449850756,486.7029633525428
718.129565464641,486.94612291002585
723.1199647043782,488.9686717476381
724.7803080871502,491.6997661625939
727.2517369951404,491.90757612291515
726.6612771626569,495.37651724878305
729.8842421050585,493.7942183263264
728.6976555375882,495.1308061581868
728.56758354988,496.8478910151484
730.72951915207,494.1894189040159
729.4852035550466,496.22734187347345
728.5513323171722,497.3592371900432
724.8155285083872,497.6065623936534
721.0549037974374,496.6615443472651
721.0415864050212,496.7595919603381
720.794616563054,498.75621149891157
718.6446713014348,500.25206552263916
722.0798421977672,500.4671756788579
722.3674900477715,503.62605127707826
724.3517408369887,504.3855773575364
724.1653908959838,503.8933222961559
724.0842572631905,506.84569223852367
722.46039420833,506.8324909474225
722.6130387168705,506.96426255323826
718.772736156578,508.38734612756554
718.0643239359983,508.21864116540024
716.8434074708612,512.214099337539
716.5403801221744,512.9380823983679
716.1401618034718,513.7226642366709
712.3420525447355,514.7125786713407
710.1634208690821,512.895051222657
712.4841856122821,511.85985926593816
713.7453373202384,509.4933040731991
715.6075513375131,508.77322453782875
711.3255121787547,508.64044284071105
708.4284318155578,508.04414763313383
711.2102199954684,507.4058772521975
712.698518323848,508.9124037467988
713.6796167576645,510.05453555183357
714.1337192088686,509.50930121353207
714.3723488806386,507.9742878905444
712.5838901070956,510.0326182287403
712.5941913335032,513.2685951632166
712.2342676519274,510.9701357805072
716.1406595653561,510.78509265575025
717.1940376294215,511.9943389674817
719.7157006269554,510.3186463928038
719.9506018604475,510.4899742421565
721.0701940656486,514.3018305388325
719.7320374115989,512.9130045065285
719.3954725982362,513.8707117658305
717.4315435400135,514.612906423371
718.9330418256723,514.0305441432349
720.2048207256228,512.8545019948078
720.9877137408753,511.02472057754227
